,index,Room_T,RH,Teff,actual,predicted
354,1615,25,65,23.7,0.9,0.9
355,1628,24,65,23.7,0.7,0.68
356,2443,24,85,23.7,1.3,1.32
357,2430,25,85,23.7,1.5,1.55
358,2627,25,90,23.7,1.7,1.72
359,1417,24,60,23.7,0.5,0.56
360,3021,25,100,23.7,2.1,2.07
361,575,24,40,23.8,0.1,0.1
362,49,32,30,23.8,1.3,1.29
363,352,25,35,23.8,0.3,0.14
364,1326,31,60,23.8,1.9,1.92
365,2037,25,75,23.8,1.3,1.18
366,746,27,45,23.8,0.7,0.74
367,1180,26,55,23.8,0.7,0.79
368,1826,25,70,23.8,1.1,1.01
369,1839,24,70,23.8,0.9,0.81
370,483,31,40,23.8,1.3,1.28
371,1850,23,70,23.8,0.3,0.58
372,995,24,50,23.9,0.1,0.26
373,720,29,45,23.9,1.1,1.05
374,2796,27,95,23.9,1.9,2.32
375,562,25,40,23.9,0.3,0.18
376,2875,21,95,24.0,0.9,0.9
377,652,34,45,24.0,1.5,1.97
378,1748,31,70,24.0,2.3,2.26
379,259,32,35,24.0,1.3,1.3
380,943,28,50,24.0,0.9,0.97
381,2494,20,85,24.0,0.3,0.31
382,1639,23,65,24.0,0.1,0.35
383,849,35,50,24.0,1.7,2.24
384,982,25,50,24.1,0.3,0.35
385,76,30,30,24.1,1.1,0.88
386,182,22,30,24.2,0.0,0.04
387,1825,25,70,24.2,0.9,0.89
388,1997,28,75,24.2,1.7,1.71
389,1074,34,55,24.2,1.9,2.24
390,2823,25,95,24.2,1.7,1.73
391,2442,24,85,24.2,1.1,1.16
392,2639,24,90,24.2,1.3,1.33
393,496,30,40,24.3,1.1,1.01
394,1972,30,75,24.3,2.3,2.13
395,3020,25,100,24.3,1.9,1.86
396,2259,24,80,24.3,0.9,0.96
397,3006,26,100,24.3,1.9,2.11
398,2183,30,80,24.3,2.5,2.3
399,245,33,35,24.3,1.3,1.36
400,638,35,45,24.3,1.5,2.12
401,2429,25,85,24.3,1.3,1.36
402,196,21,30,24.4,0.0,0.03
403,1338,30,60,24.4,1.5,1.53
404,1101,32,55,24.4,1.7,1.78
405,2612,26,90,24.4,1.5,1.72
406,1271,35,60,24.5,2.1,2.3
407,3058,22,100,24.5,1.1,1.12
408,1114,31,55,24.6,1.5,1.5
409,745,27,45,24.6,0.5,0.45
410,141,25,30,24.6,0.1,0.01
411,1626,24,65,24.6,0.3,0.36
412,1087,33,55,24.6,1.7,1.95
413,2848,23,95,24.6,1.1,1.15
414,2480,21,85,24.6,0.3,0.34
415,338,26,35,24.6,0.3,0.1
416,2664,22,90,24.6,0.7,0.79
417,1549,30,65,24.6,1.7,1.66
418,548,26,40,24.7,0.3,0.14
419,1482,35,65,24.7,2.3,2.37
420,2784,28,95,24.7,2.3,2.29
421,2835,24,95,24.7,1.3,1.34
422,719,29,45,24.7,0.9,0.83
423,2822,25,95,24.8,1.5,1.53
424,1931,33,75,24.8,2.5,2.3
425,482,31,40,24.8,1.1,1.04
426,2047,24,75,24.8,0.5,0.65
427,2598,27,90,24.8,1.5,1.81
428,2638,24,90,24.8,1.1,1.14
429,2587,28,90,24.8,2.1,2.05
430,1284,34,60,24.8,1.9,2.27
431,1127,30,55,24.8,1.3,1.24
432,1324,31,60,24.9,1.5,1.6
433,3083,20,100,24.9,0.5,0.57
434,1495,34,65,24.9,2.1,2.28
435,692,31,45,24.9,1.1,1.11
436,2611,26,90,25.0,1.3,1.52
437,2873,21,95,25.0,0.5,0.6
438,1785,28,70,25.1,1.3,1.26
439,1100,32,55,25.1,1.5,1.58
440,1059,35,55,25.1,1.7,2.26
441,3044,23,100,25.1,1.1,1.16
442,217,35,35,25.1,1.3,1.49
443,1270,35,60,25.1,1.9,2.27
444,1535,31,65,25.1,1.7,1.73
445,311,28,35,25.1,0.5,0.28
446,298,29,35,25.1,0.7,0.47
447,2847,23,95,25.2,0.9,0.96
448,861,34,50,25.2,1.3,1.8
449,2479,21,85,25.2,0.1,0.13
450,2980,28,100,25.2,2.3,2.36
451,1772,29,70,25.2,1.5,1.45
452,427,35,40,25.2,1.3,1.64
453,2453,23,85,25.3,0.5,0.61
454,1363,28,60,25.3,0.9,0.88
455,1599,26,65,25.3,0.5,0.6
456,678,32,45,25.3,1.1,1.17
457,2365,30,85,25.3,2.5,2.21
458,1612,25,65,25.3,0.3,0.33
459,2351,31,85,25.3,2.5,2.34
460,1957,31,75,25.4,2.1,2.02
461,847,35,50,25.5,1.3,1.94
462,2268,23,80,25.5,0.0,0.33
463,1190,25,55,25.5,0.0,0.1
464,1283,34,60,25.5,1.7,2.1
465,1835,24,70,25.5,0.1,0.2
466,1586,27,65,25.5,0.7,0.77
467,3004,26,100,25.5,1.5,1.74
468,2033,25,75,25.5,0.5,0.65
469,2586,28,90,25.5,1.9,1.81
470,454,33,40,25.6,1.1,1.14
471,1494,34,65,25.6,1.9,2.27
