,index,Room_T,RH,Teff,actual,predicted
744,2855,23,95,20.9,2.5,2.29
745,783,25,45,17.3,2.5,2.49
746,461,33,40,21.0,2.5,2.49
747,1357,29,60,21.3,2.5,2.2
748,2239,26,80,20.4,2.5,2.32
749,27,34,30,21.4,2.5,2.46
750,1791,28,70,21.4,2.5,2.23
751,2617,26,90,21.4,2.5,2.29
752,2631,25,90,21.6,2.5,2.29
753,1861,23,70,18.3,2.5,2.18
754,489,31,40,20.2,2.5,2.49
755,867,34,50,21.8,2.5,2.46
756,1875,22,70,17.7,2.5,2.19
757,923,30,50,20.2,2.5,2.48
758,349,26,35,17.6,2.5,2.43
759,2995,27,100,22.2,2.5,2.48
760,1217,24,55,17.3,2.5,2.45
761,643,35,45,22.2,2.5,2.46
762,503,30,40,19.9,2.5,2.4
763,2673,22,90,19.8,2.5,2.23
764,1553,30,65,22.5,2.5,2.24
765,2393,28,85,22.7,2.5,2.29
766,2883,21,95,19.7,2.5,2.22
767,3023,25,100,22.7,2.5,2.33
768,1063,35,55,22.9,2.5,2.5
769,685,32,45,20.8,2.5,2.48
770,69,31,30,19.7,2.5,2.49
771,1749,31,70,23.3,2.5,2.26
772,713,30,45,20.1,2.5,2.43
773,1049,21,50,16.1,2.5,2.25
